,link,uploaded_date,views,likes,dislikes
239,https://www.youtube.com/watch?v=VGBTd3WD4SM,15 Sep 2016,"269,994,978","442,897","237,784"
240,https://www.youtube.com/watch?v=j6dBIuq-EuU,1 Aug 2016,"25,264,655","147,229","20,362"
241,https://www.youtube.com/watch?v=QfWYO2PYnBg,25 Oct 2018,"17,029",316,6
242,https://www.youtube.com/watch?v=AwBbH-smSik,22 Jan 2019,"1,760",57,4
243,https://www.youtube.com/watch?v=a59HfYQiXX4,Premiered on 4 Aug 2019,640,25,3
244,https://www.youtube.com/watch?v=NXyHYlrrz5s,8 Mar 2020,14,3,None
245,https://www.youtube.com/watch?v=FF2OrPJvYNg,22 Aug 2019,"18,925",180,27
246,https://www.youtube.com/watch?v=P87S2Jumj90,14 Feb 2019,"141,076","3,495",73
247,https://www.youtube.com/watch?v=pMo2xFIVAuo,21 Oct 2019,141,19,None
248,https://www.youtube.com/watch?v=CkU1ClC5DF8,13 Feb 2019,"14,293",79,4
249,https://www.youtube.com/watch?v=LgaZ9uk7MZU,Streamed live on 1 Jul 2020,142,3,None
250,https://www.youtube.com/watch?v=vAElVaUK2gU,23 Jan 2020,21,2,None
251,https://www.youtube.com/watch?v=Ef9EpryU6PM,18 Apr 2020,"212,682","10,598",369
252,https://www.youtube.com/watch?v=ltRbx3oE490,16 Jun 2010,"149,531","1,155",50
253,https://www.youtube.com/watch?v=r1ZIUfRWN6Q,29 Sep 2020,"1,810",181,3
254,https://www.youtube.com/watch?v=AHn2NB4rVdk,7 Sep 2013,638,2,None
255,https://www.youtube.com/watch?v=RbD9McgRxVo,17 Feb 2020,"127,099","2,727",106
256,https://www.youtube.com/watch?v=INp95RT0OMY,Premiered on 8 Sep 2019,"240,750","2,895",538
257,https://www.youtube.com/watch?v=sohrwsTG7mc,20 Apr 2019,"2,547",23,2
258,https://www.youtube.com/watch?v=_ps0-qt4Hgk,27 Sep 2014,"137,457",547,110
259,https://www.youtube.com/watch?v=6R2186Pv_oQ,Premiered on 22 Nov 2019,"6,238,785","65,384","1,982"
260,https://www.youtube.com/watch?v=21a_9ZZLSxA,24 May 2020,"4,202",187,9
261,https://www.youtube.com/watch?v=SOfGRcNKE3M,18 Jan 2020,"152,096","1,633",198
262,https://www.youtube.com/watch?v=r5zxzLAo67Q,Premiered on 19 Dec 2019,"385,029","4,105",198
263,https://www.youtube.com/watch?v=hwHUQ5C3q3w,10 Aug 2014,"14,199",174,12
264,https://www.youtube.com/watch?v=qfSTiAw1rkM,3 Oct 2019,"3,369,506","30,569",929
265,https://www.youtube.com/watch?v=T4hRrsrkvRU,27 Dec 2019,"1,402",33,8
266,https://www.youtube.com/watch?v=xahdKJXs1sA,Premiered on 21 Sep 2020,"1,748",65,1 dislike
267,https://www.youtube.com/watch?v=LKw-poAK9bA,7 Oct 2018,"769,503","7,227","1,509"
268,https://www.youtube.com/watch?v=G-kCOYB8Nu0,26 May 2020,"22,891,070","108,458","11,062"
269,https://www.youtube.com/watch?v=Q5pwBngj5a4,6 Aug 2020,"4,986",141,6
270,https://www.youtube.com/watch?v=bhcxl2Dbq2s,20 Feb 2018,"2,188,793","26,932","6,573"
271,https://www.youtube.com/watch?v=wavEEq0l5jY,14 May 2019,"6,905,256","19,696","13,129"
272,https://www.youtube.com/watch?v=yfMUddrdKGM,8 May 2020,"1,115",197,None
273,https://www.youtube.com/watch?v=Kb4kWuQsSxU,23 Jul 2020,43,1 like,1 dislike
274,https://www.youtube.com/watch?v=frgrElZI5Cc,17 Jul 2020,"36,134","1,049",26
275,https://www.youtube.com/watch?v=jF_FI21zCNs,29 Mar 2015,"56,664",730,8
276,https://www.youtube.com/watch?v=OQUibxvwHgE,20 Aug 2020,10,None,None
277,https://www.youtube.com/watch?v=Y9cfuvYF-iY,14 Aug 2020,"83,705","2,987",90
278,https://www.youtube.com/watch?v=15aMdVQxllY,5 Oct 2018,"122,639","2,074",44
279,https://www.youtube.com/watch?v=xnwwwUe4LCE,27 Oct 2019,"8,777",124,5
280,https://www.youtube.com/watch?v=XWYiyRUihRc,18 Jul 2014,"84,491","1,038",77
281,https://www.youtube.com/watch?v=NuHKg7G3UvY,23 Sep 2020,172,20,None
282,https://www.youtube.com/watch?v=DztogWiMnMg,1 Jun 2017,"12,594,589","28,487","12,043"
283,https://www.youtube.com/watch?v=T22m5JqEA20,31 May 2020,"2,745",122,5
284,https://www.youtube.com/watch?v=LzazEfnUKPY,27 Apr 2020,1 view,None,None
285,https://www.youtube.com/watch?v=u1Y_G1bvMso,31 Aug 2020,9,3,None
286,https://www.youtube.com/watch?v=TFJJalBAtOI,9 Jul 2020,"70,714","4,502",120
287,https://www.youtube.com/watch?v=uZFx6BJwLm4,2 Jan 2016,"19,941",215,3
288,https://www.youtube.com/watch?v=yKr7Q6OZjss,4 Jul 2020,"18,749",326,53
289,https://www.youtube.com/watch?v=2d1dGeFEFfQ,30 Sep 2016,"2,208,106","10,197",300
290,https://www.youtube.com/watch?v=KDxJlW6cxRk,15 Sep 2015,"556,166,037","2,536,572","77,101"
291,https://www.youtube.com/watch?v=zfXBNQMj2SE,5 Aug 2009,"121,560,274","458,173","22,458"
292,https://www.youtube.com/watch?v=0g71IgyN3oo,9 Mar 2019,401,9,None
293,https://www.youtube.com/watch?v=NNpJWlpLYxQ,8 Jun 2020,90,24,None
294,https://www.youtube.com/watch?v=KMv86iytgRo,14 Sep 2020,695,35,5
295,https://www.youtube.com/watch?v=AS6wb9-xwhk,1 Sep 2019,"17,243",256,20
296,https://www.youtube.com/watch?v=9wmN4nUIiZw,Premiered on 27 Jul 2019,"34,357,650","226,163","20,477"
297,https://www.youtube.com/watch?v=AlCaw5kC_FQ,24 Dec 2019,"172,968","5,145",160
298,https://www.youtube.com/watch?v=di8Fq2zzaWU,26 Apr 2019,"12,015,351","84,206","49,035"
299,https://www.youtube.com/watch?v=z1gFMujtH-o,10 Aug 2011,"1,194,035,864","1,907,431","1,140,776"
300,https://www.youtube.com/watch?v=1gZY3_2NfIg,Streamed live on 8 Mar 2020,91,2,None
301,https://www.youtube.com/watch?v=Q5q0gYHykYs,28 Sep 2020,"3,697",281,8
302,https://www.youtube.com/watch?v=pOLaYkeEt6M,10 Oct 2016,"2,226,623","30,824",374
303,https://www.youtube.com/watch?v=FaMVPaLkqbw,12 Aug 2019,"137,995,152","452,054","226,741"
304,https://www.youtube.com/watch?v=E7LrAdgiIKo,11 Sep 2019,"11,194",323,7
305,https://www.youtube.com/watch?v=mgqic1jnR3I,9 Jul 2019,"25,767","1,076",22
306,https://www.youtube.com/watch?v=n3dLBGyw--Q,4 Dec 2019,"16,747",79,3
307,https://www.youtube.com/watch?v=NfaYznS0ZcA,29 Feb 2020,"8,764",167,11
308,https://www.youtube.com/watch?v=lQ1hyaTQ8Ls,19 Aug 2019,"484,221","11,840",202
309,https://www.youtube.com/watch?v=RXpbfvU_Inw,23 Nov 2016,"106,706","1,982",672
310,https://www.youtube.com/watch?v=WAbIrfNAlEE,27 Aug 2019,"3,155",40,5
311,https://www.youtube.com/watch?v=_Q7dn5NgTMg,16 Jul 2018,"4,432,397","121,837","4,357"
312,https://www.youtube.com/watch?v=9ERhEfpOwCw,23 Jan 2017,"9,154",74,8
313,https://www.youtube.com/watch?v=9G3wyDxyuYc,17 Feb 2016,31,1 like,None
314,https://www.youtube.com/watch?v=ILuwJFYCtu4,29 Jul 2015,"3,411",12,None
315,https://www.youtube.com/watch?v=4dmqdfe9FGE,18 Oct 2019,"200,585","3,640",66
316,https://www.youtube.com/watch?v=NtzftGb0EcM,11 Mar 2019,"326,619,091","1,196,236","601,625"
317,https://www.youtube.com/watch?v=dWInNGhwidQ,2 Jun 2014,"40,629,765","901,646","12,046"
318,https://www.youtube.com/watch?v=8khvLYW_fnM,23 Jun 2014,"9,693,263","125,835","6,428"
319,https://www.youtube.com/watch?v=1LoLEEsWBDg,7 Sep 2016,366,None,None
320,https://www.youtube.com/watch?v=Sr3QNwLVsb8,Streamed live on 4 Jun 2020,261,3,None
321,https://www.youtube.com/watch?v=__uLHguv4FU,26 Nov 2015,"21,695",55,4
322,https://www.youtube.com/watch?v=MulTg3gtlgk,28 Apr 2020,"635,999","6,898",142
323,https://www.youtube.com/watch?v=0nGb4E4uCOc,8 Feb 2020,"1,490,391","20,759","2,029"
324,https://www.youtube.com/watch?v=TPA0spMW6ZU,Streamed live on 21 May 2020,122,1 like,None
325,https://www.youtube.com/watch?v=-bFfwFO7-0I,9 Jun 2010,"3,984",33,1 dislike
326,https://www.youtube.com/watch?v=NC38-qqiVgg,27 Aug 2011,"718,985","5,897",90
327,https://www.youtube.com/watch?v=4zUkFxSCmS4,11 Sep 2020,"93,232",651,367
328,https://www.youtube.com/watch?v=N-cE8nm29bc,6 Jul 2019,"1,835,453","9,610","6,508"
329,https://www.youtube.com/watch?v=NQVEk5QpcNk,Premiered on 23 Sep 2020,275,47,1 dislike
330,https://www.youtube.com/watch?v=ULh1oPkzV-o,3 Apr 2019,"26,397",600,26
331,https://www.youtube.com/watch?v=jkl_A8rFIOc,15 Mar 2019,"17,785",135,13
332,https://www.youtube.com/watch?v=eeQTry6eHHc,17 May 2019,"32,976",688,57
333,https://www.youtube.com/watch?v=U5dJn7V_4Bk,3 Dec 2018,"1,961,905","59,751","3,346"
334,https://www.youtube.com/watch?v=giTavUJtFF4,Premiered on 22 Sep 2020,300,45,1 dislike
335,https://www.youtube.com/watch?v=IO11bt8Cba8,29 Jun 2020,"15,921",516,39
336,https://www.youtube.com/watch?v=XtbJjHtXs_o,12 Apr 2019,"739,796","2,777",307
337,https://www.youtube.com/watch?v=CkP5ls5xKxA,9 Nov 2019,"25,022",879,77
338,https://www.youtube.com/watch?v=4abLXb3v3K0,21 Oct 2019,"2,180",72,1 dislike
339,https://www.youtube.com/watch?v=65HI7xgxQus,10 Apr 2020,"2,504",68,4
340,https://www.youtube.com/watch?v=V217jbuWOT0,20 Apr 2019,"2,119",45,None
341,https://www.youtube.com/watch?v=90C8loBKDnE,29 Apr 2016,"4,544,708","14,346","1,319"
342,https://www.youtube.com/watch?v=ovLoM2sYons,21 Jul 2015,"7,033",100,3
343,https://www.youtube.com/watch?v=F3E0X5bVMcg,6 Jun 2012,"48,908",279,30
344,https://www.youtube.com/watch?v=TXy5OOhqJWA,10 Aug 2015,915,1 like,None
345,https://www.youtube.com/watch?v=VUlxEZim4ww,24 Apr 2012,"10,790",24,None
346,https://www.youtube.com/watch?v=yj0qp2DDYUM,16 Jan 2020,"17,840,994","68,494","31,820"
347,https://www.youtube.com/watch?v=XXCoCDY5goY,14 Sep 2020,628,55,None
348,https://www.youtube.com/watch?v=rShJbhTzb4I,8 Oct 2011,"80,859",109,19
349,https://www.youtube.com/watch?v=1cYWvOQ0zLc,25 Aug 2015,"14,380,523","61,668","6,279"
350,https://www.youtube.com/watch?v=U70iwnQX0iI,1 Jan 2020,"4,837",54,5
351,https://www.youtube.com/watch?v=qb3pSTpJUaM,27 Sep 2020,"4,803",175,None
352,https://www.youtube.com/watch?v=x0WnDO78_mM,Premiered on 11 Sep 2020,"1,249",31,1 dislike
353,https://www.youtube.com/watch?v=OdFQVKZHmOI,Premiered on 18 Mar 2020,"7,207,055","96,743","9,281"
354,https://www.youtube.com/watch?v=R9YM_8rUWAM,5 Nov 2018,"10,743,932","92,452","14,343"
355,https://www.youtube.com/watch?v=bEQzexSzdPI,8 Oct 2016,"202,970","1,417",56
356,https://www.youtube.com/watch?v=NlAGNnFqw4s,Premiered on 24 Dec 2019,"38,808",413,72
357,https://www.youtube.com/watch?v=x2EknSfRv_w,1 Feb 2020,"723,792","4,761",609
358,https://www.youtube.com/watch?v=efDMfJrVDnM,3 Nov 2019,"2,260",71,2
359,https://www.youtube.com/watch?v=EgqUJOudrcM,6 Aug 2015,"1,390,889,640","4,607,066","216,450"
360,https://www.youtube.com/watch?v=F2SDf42guB4,10 Apr 2012,"4,186,885","18,995",568
361,https://www.youtube.com/watch?v=JzeMmZbjMIY,18 Mar 2018,"235,620","2,887",234
362,https://www.youtube.com/watch?v=l7vFA-0vGXA,31 Mar 2013,"22,525",103,5
363,https://www.youtube.com/watch?v=v7wAHLdjtFM,25 Jul 2018,"149,724","4,735",96
364,https://www.youtube.com/watch?v=1N0IJmASZZU,8 Jul 2019,"3,762,109","86,976",894
365,https://www.youtube.com/watch?v=doQNF_A9Wu8,21 Sep 2020,"37,310",664,21
366,https://www.youtube.com/watch?v=TurSzbR-Dxc,20 May 2016,"42,144","1,204",141
367,https://www.youtube.com/watch?v=CMbIALmGAno,29 May 2020,17,None,None
368,https://www.youtube.com/watch?v=lCJxb87BBPw,17 Apr 2020,244,1 like,None
369,https://www.youtube.com/watch?v=9U172PZC1qI,5 Apr 2019,209,8,None
370,https://www.youtube.com/watch?v=VNgV3duf0-8,25 May 2020,"10,623",404,10
371,https://www.youtube.com/watch?v=GF-x2S-LToc,7 Apr 2017,"2,336,242","17,570","3,458"
372,https://www.youtube.com/watch?v=BMMl5IbOv6I,16 Jul 2019,"241,672","6,445",141
373,https://www.youtube.com/watch?v=9fb8Jcani4w,24 Jun 2020,"3,279",91,11
374,https://www.youtube.com/watch?v=XqZsoesa55w,17 Jun 2016,"6,691,251,517","20,878,410","9,594,966"
375,https://www.youtube.com/watch?v=sfNCdM7_5Fc,24 Sep 2019,"38,586",991,46
376,https://www.youtube.com/watch?v=iki6LfWjs9U,10 Jun 2019,"44,542",717,46
377,https://www.youtube.com/watch?v=tMI6X-3ZP6k,22 Jan 2016,"16,855,465","105,028","24,209"
378,https://www.youtube.com/watch?v=yrYxt1FZYgA,26 Feb 2020,"56,104,418","319,627","11,889"
379,https://www.youtube.com/watch?v=y6lwGIXoHC8,14 Apr 2017,"16,309,688","35,698","6,227"
380,https://www.youtube.com/watch?v=lB15kmBnS4M,Premiered on 9 Nov 2019,"258,951","12,275",110
381,https://www.youtube.com/watch?v=6FNSvANYn5g,8 Jun 2019,"545,708","5,202","1,059"
382,https://www.youtube.com/watch?v=Sc7GiHAbw6w,30 Jun 2013,"4,827",13,1 dislike
383,https://www.youtube.com/watch?v=NxwJ1q7cIck,6 May 2016,"82,523,225","634,314","14,203"
384,https://www.youtube.com/watch?v=IPpPEsamKLg,16 Sep 2020,1 view,None,None
385,https://www.youtube.com/watch?v=mP5mgAhMAWw,1 Jul 2016,"5,749",39,1 dislike
386,https://www.youtube.com/watch?v=84iKFoMiRyI,19 Mar 2019,"1,324",108,7
387,https://www.youtube.com/watch?v=nRqwkuIgeVA,18 Nov 2014,"6,548",26,4
388,https://www.youtube.com/watch?v=TPQrv4DHsU4,18 Jun 2015,"2,263,543","10,579","1,410"
389,https://www.youtube.com/watch?v=QCM1piCcz6E,23 Dec 2016,"1,242,076","12,075",618
390,https://www.youtube.com/watch?v=q9IfqTm-3sE,21 Dec 2016,"200,591","4,672",37
391,https://www.youtube.com/watch?v=GERVEvbh59M,18 Dec 2016,"7,001",30,2
392,https://www.youtube.com/watch?v=iJA8eNcDeCo,21 Dec 2015,"134,114",925,46
393,https://www.youtube.com/watch?v=jQIa9OCwwYY,1 Aug 2020,951,88,3
394,https://www.youtube.com/watch?v=TtpTdkBkqf8,26 Sep 2019,"551,420,606","2,100,527","1,066,600"
395,https://www.youtube.com/watch?v=qPSLBRfe8Bw,16 Jul 2020,101,3,1 dislike
396,https://www.youtube.com/watch?v=iltM_9LnIdw,25 Sep 2020,"38,722",328,183
397,https://www.youtube.com/watch?v=wzx87AqPYVk,11 Aug 2011,"29,581",384,6
398,https://www.youtube.com/watch?v=n2d5MuMTdaw,12 Aug 2019,"1,947",47,1 dislike
399,https://www.youtube.com/watch?v=n0wYUa6mufM,13 Feb 2018,"125,641",453,43
400,https://www.youtube.com/watch?v=GG2jench7Kg,15 Aug 2009,"3,241,088","15,201",465
401,https://www.youtube.com/watch?v=3iJa5IVd5f8,8 Mar 2019,"2,715",171,1 dislike
402,https://www.youtube.com/watch?v=7rb5NY5XY2Y,6 Nov 2019,947,6,None
403,https://www.youtube.com/watch?v=GI2jkzrKBrE,23 Jun 2020,"203,655","2,657",67
404,https://www.youtube.com/watch?v=Ry9LGLozd58,8 Jul 2016,"29,602",44,2
405,https://www.youtube.com/watch?v=UGyrKr0mA4U,20 Oct 2019,751,19,None
406,https://www.youtube.com/watch?v=TKC-2bhXRwo,16 Oct 2018,"75,243","1,133",38
407,https://www.youtube.com/watch?v=bCn92IKdU8s,Premiered on 22 May 2020,"19,833,240","199,778","14,642"
408,https://www.youtube.com/watch?v=qRbTRyQlo48,24 Sep 2014,"674,156","5,845",325
409,https://www.youtube.com/watch?v=-60un05lPzA,2 Sep 2020,"137,305","8,120",82
410,https://www.youtube.com/watch?v=ZzWGgrkZ5jE,16 Dec 2018,"264,093","4,965",113
411,https://www.youtube.com/watch?v=kDTU5oXTCpc,18 Feb 2020,"51,435","1,556",34
412,https://www.youtube.com/watch?v=liO7MW-x6V8,12 Jul 2020,"2,620",48,None
413,https://www.youtube.com/watch?v=g7TxkffmwgQ,8 Oct 2011,"129,821",232,17
414,https://www.youtube.com/watch?v=swHeWoElFJI,Premiered on 27 Sep 2020,286,41,None
415,https://www.youtube.com/watch?v=aN_EvIKPxrE,22 Apr 2019,"25,217,919","143,209","88,858"
416,https://www.youtube.com/watch?v=9NFtWMqI3tc,10 Oct 2017,"32,003,898","62,027","33,078"
417,https://www.youtube.com/watch?v=ht4Bd7moiMo,3 Mar 2020,"5,349,216","28,074","4,749"
418,https://www.youtube.com/watch?v=geqLoqOHPfg,6 Apr 2020,"76,078","3,441",22
419,https://www.youtube.com/watch?v=xNIkJdLTv0U,14 Sep 2015,"684,371","9,947",453
420,https://www.youtube.com/watch?v=2RConCNCIPU,17 Apr 2020,81,1 like,None
421,https://www.youtube.com/watch?v=iYFXlYrVJw4,23 Jul 2018,"2,616",222,28
422,https://www.youtube.com/watch?v=1Wp5sDrwH3o,10 Oct 2018,"70,936,619","173,265","72,677"
423,https://www.youtube.com/watch?v=xYiYv8Wmeyw,11 Aug 2018,"3,796,929","82,583","3,223"
424,https://www.youtube.com/watch?v=pkfipoL-3Tc,26 Dec 2018,221,1 like,3
425,https://www.youtube.com/watch?v=F0WYCKOMWMs,22 Mar 2014,"329,402","1,099",212
426,https://www.youtube.com/watch?v=T4j-fYoxY-s,17 Jul 2017,668,1 like,1 dislike
427,https://www.youtube.com/watch?v=1JZGFjufJEY,9 Jun 2014,"38,238,731","311,227","20,909"
428,https://www.youtube.com/watch?v=X1YAkIj8gM0,19 Jul 2019,"2,960",68,4
429,https://www.youtube.com/watch?v=tedk4svmxsI,18 Aug 2010,"141,987",472,87
430,https://www.youtube.com/watch?v=-KxGQcJtDHo,13 Apr 2011,"258,533","1,146",80
431,https://www.youtube.com/watch?v=pHW89O_z_4s,18 Mar 2018,"25,543",459,7
432,https://www.youtube.com/watch?v=Wi7FdwmTU5c,30 Jan 2019,"9,475",94,35
433,https://www.youtube.com/watch?v=e3KMthgj5NA,20 Nov 2018,"23,668",233,8
434,https://www.youtube.com/watch?v=a-G2LZjS8H8,30 Jul 2020,"62,837","1,614",56
435,https://www.youtube.com/watch?v=h14HvgWTSoA,31 Mar 2014,"1,130,157","13,822",330
436,https://www.youtube.com/watch?v=fbtCfcGHznQ,Premiered on 27 Apr 2020,"10,828,287","90,501","6,101"
437,https://www.youtube.com/watch?v=pq643-EIt2Q,31 Mar 2020,"5,928",157,4
438,https://www.youtube.com/watch?v=srvEwgUVZIU,30 Aug 2020,"1,069",4,10
439,https://www.youtube.com/watch?v=aQsctOVS-UM,13 Aug 2020,"936,541","14,023","1,845"
440,https://www.youtube.com/watch?v=S-BiwiXeeko,21 Nov 2017,"3,765",15,None
441,https://www.youtube.com/watch?v=uB1kTVQQOoA,17 Sep 2020,"145,987","3,082",685
442,https://www.youtube.com/watch?v=3yBEUpRVk5E,6 May 2019,"28,717,713","196,626","122,608"
443,https://www.youtube.com/watch?v=3WOZwwRH6XU,3 Aug 2011,"17,615,276","138,013","8,419"
444,https://www.youtube.com/watch?v=68PnGoCoxiQ,3 Jun 2019,"1,436,312","22,254",227
445,https://www.youtube.com/watch?v=z8juBrsp7-Q,1 May 2013,"16,109,945","65,835","24,318"
446,https://www.youtube.com/watch?v=0GjNJQMM3dA,28 Nov 2019,"325,137","4,983","2,447"
447,https://www.youtube.com/watch?v=5iANYd4nS3I,30 Apr 2020,"13,763",384,3
448,https://www.youtube.com/watch?v=2kcwOKy5cLo,18 Mar 2019,"15,891,893","51,939","27,993"
449,https://www.youtube.com/watch?v=xRfcuSjurvo,22 Nov 2014,"1,034,336","6,947",317
450,https://www.youtube.com/watch?v=0Ip_wCajNfk,6 Sep 2019,"17,663",605,4
451,https://www.youtube.com/watch?v=2PDK3a7tYbs,31 Aug 2019,"198,444,793","947,506","401,304"
452,https://www.youtube.com/watch?v=sF6AFJchXEM,19 Aug 2015,"83,388",118,47
453,https://www.youtube.com/watch?v=wgotG86zklk,16 Jan 2019,"16,595",335,18
454,https://www.youtube.com/watch?v=OX0tE04gZx8,30 May 2020,"6,802",140,6
455,https://www.youtube.com/watch?v=WWG3jpN9ovM,24 Feb 2019,"16,043",588,25
456,https://www.youtube.com/watch?v=E7az72fprRA,28 Nov 2018,"4,416,534","50,351","8,614"
457,https://www.youtube.com/watch?v=Njh4u-_BxKU,13 Sep 2020,668,48,None
458,https://www.youtube.com/watch?v=jF4K0nHqAog,14 Aug 2020,351,26,None
459,https://www.youtube.com/watch?v=q0bkJQmIIOw,7 Feb 2020,"7,404,313","27,282","14,964"
460,https://www.youtube.com/watch?v=hYK0Nb4Tt8s,2 Jul 2014,"5,314",10,1 dislike
461,https://www.youtube.com/watch?v=jeOcJI3GBhE,Premiered on 23 Apr 2020,"47,966","1,543",51
462,https://www.youtube.com/watch?v=vn2xFwmm-BQ,16 Feb 2019,"4,807",159,None
463,https://www.youtube.com/watch?v=qW4Tt3RqA_U,18 Sep 2020,643,22,None
464,https://www.youtube.com/watch?v=9FDuUd39NOI,20 Dec 2018,"878,766,652","2,672,109","1,823,456"
465,https://www.youtube.com/watch?v=aKcvidmy1so,4 Feb 2020,"22,856",755,5
466,https://www.youtube.com/watch?v=A3_Vd1_p9NI,1 Nov 2018,"2,218",51,2
467,https://www.youtube.com/watch?v=9eG_tO5X-Ok,4 Jul 2018,551,4,3
468,https://www.youtube.com/watch?v=5pNfHAbARAY,3 Apr 2016,"846,120","55,904","1,779"
469,https://www.youtube.com/watch?v=80jdXemceBU,16 Jul 2020,"3,550",108,None
470,https://www.youtube.com/watch?v=RSEBBk3-c80,18 Feb 2020,"1,175",7,None
471,https://www.youtube.com/watch?v=R0NpahenvAg,1 Jan 2016,"10,727,439","97,797","6,916"
472,https://www.youtube.com/watch?v=4trJQqH66sU,9 Sep 2020,"2,716",219,1 dislike
473,https://www.youtube.com/watch?v=4etilyqPUiY,4 Apr 2017,"33,767",412,31
474,https://www.youtube.com/watch?v=G8jONnSMNpc,30 Jul 2020,"55,784","3,264",42
